
1055.0, 1060.0, 1055.0, 1060.0, 1015.0, 1020.0, 1015.0, 1020.0, 975.0, 990.0, 975.0, 990.0, 
1130.0, 1135.0, 1130.0, 1135.0, 1090.0, 1100.0, 1090.0, 1100.0, 1050.0, 1090.0, 1050.0, 1090.0, 
1235.0, 1240.0, 1235.0, 1240.0, 1195.0, 1200.0, 1195.0, 1200.0, 1165.0, 1190.0, 1165.0, 1190.0, 
1075.0, 1080.0, 1075.0, 1080.0, 1035.0, 1040.0, 1035.0, 1040.0, 995.0, 1000.0, 995.0, 1000.0, 
1155.0, 1160.0, 1155.0, 1160.0, 1115.0, 1120.0, 1115.0, 1120.0, 1075.0, 1080.0, 1075.0, 1080.0, 
1235.0, 1240.0, 1235.0, 1240.0, 1195.0, 1200.0, 1195.0, 1200.0, 1160.0, 1170.0, 1160.0, 1170.0, 
1330.0, 1335.0, 1330.0, 1335.0, 1290.0, 1295.0, 1290.0, 1295.0, 1250.0, 1255.0, 1250.0, 1255.0, 
555.0, 560.0, 555.0, 560.0, 520.0, 520.0, 520.0, 520.0, 490.0, 490.0, 490.0, 490.0, 
635.0, 640.0, 635.0, 640.0, 595.0, 600.0, 595.0, 600.0, 560.0, 560.0, 560.0, 560.0, 
685.0, 690.0, 685.0, 690.0, 645.0, 650.0, 645.0, 650.0, 610.0, 610.0, 610.0, 610.0, 
490.0, 495.0, 490.0, 495.0, 450.0, 455.0, 450.0, 455.0, 410.0, 425.0, 410.0, 425.0, 
535.0, 540.0, 535.0, 540.0, 495.0, 500.0, 495.0, 500.0, 460.0, 470.0, 460.0, 470.0, 
555.0, 560.0, 555.0, 560.0, 515.0, 520.0, 515.0, 520.0, 495.0, 495.0, 495.0, 495.0, 
395.0, 395.0, 395.0, 395.0, 365.0, 370.0, 365.0, 370.0, 345.0, 355.0, 345.0, 355.0, 
455.0, 460.0, 455.0, 460.0, 430.0, 440.0, 430.0, 440.0, 415.0, 425.0, 415.0, 425.0, 
505.0, 510.0, 505.0, 510.0, 470.0, 480.0, 470.0, 480.0, 455.0, 465.0, 455.0, 465.0, 
675.0, 680.0, 675.0, 680.0, 635.0, 640.0, 635.0, 640.0, 600.0, 600.0, 600.0, 600.0, 
745.0, 750.0, 745.0, 750.0, 705.0, 710.0, 705.0, 710.0, 680.0, 680.0, 680.0, 680.0, 
775.0, 780.0, 775.0, 780.0, 735.0, 740.0, 735.0, 740.0, 710.0, 710.0, 710.0, 710.0, 
745.0, 750.0, 745.0, 750.0, 705.0, 710.0, 705.0, 710.0, 680.0, 690.0, 680.0, 690.0, 
825.0, 830.0, 825.0, 830.0, 785.0, 790.0, 785.0, 790.0, 770.0, 780.0, 770.0, 780.0, 
875.0, 880.0, 875.0, 880.0, 835.0, 840.0, 835.0, 840.0, 810.0, 820.0, 810.0, 820.0, 
205.0, 210.0, 205.0, 210.0, 185.0, 200.0, 185.0, 200.0, 150.0, 170.0, 150.0, 170.0, 
245.0, 250.0, 245.0, 250.0, 235.0, 250.0, 235.0, 250.0, 190.0, 210.0, 190.0, 210.0, 
275.0, 280.0, 275.0, 280.0, 265.0, 280.0, 265.0, 280.0, 220.0, 240.0, 220.0, 240.0, 
480.0, 485.0, 480.0, 485.0, 445.0, 455.0, 445.0, 455.0, 415.0, 425.0, 415.0, 425.0, 
550.0, 555.0, 550.0, 555.0, 520.0, 525.0, 520.0, 525.0, 500.0, 500.0, 500.0, 500.0, 
590.0, 595.0, 590.0, 595.0, 560.0, 580.0, 560.0, 580.0, 540.0, 540.0, 540.0, 540.0, 
540.0, 545.0, 540.0, 545.0, 500.0, 505.0, 500.0, 505.0, 480.0, 480.0, 480.0, 480.0, 
640.0, 645.0, 640.0, 645.0, 600.0, 605.0, 600.0, 605.0, 565.0, 575.0, 565.0, 575.0, 
670.0, 675.0, 670.0, 675.0, 650.0, 670.0, 650.0, 670.0, 595.0, 605.0, 595.0, 605.0, 
375.0, 375.0, 375.0, 375.0, 345.0, 345.0, 345.0, 345.0, 315.0, 315.0, 315.0, 315.0, 
415.0, 415.0, 415.0, 415.0, 385.0, 385.0, 385.0, 385.0, 355.0, 355.0, 355.0, 355.0, 
445.0, 445.0, 445.0, 445.0, 415.0, 430.0, 415.0, 430.0, 390.0, 390.0, 390.0, 390.0, 
265.0, 265.0, 265.0, 265.0, 245.0, 245.0, 245.0, 245.0, 235.0, 235.0, 235.0, 235.0, 
305.0, 305.0, 305.0, 305.0, 285.0, 290.0, 285.0, 290.0, 275.0, 275.0, 275.0, 275.0, 
335.0, 335.0, 335.0, 335.0, 315.0, 315.0, 315.0, 315.0, 305.0, 305.0, 305.0, 305.0, 
295.0, 295.0, 295.0, 295.0, 275.0, 275.0, 275.0, 275.0, 265.0, 265.0, 265.0, 265.0, 
345.0, 350.0, 345.0, 350.0, 325.0, 325.0, 325.0, 325.0, 315.0, 315.0, 315.0, 315.0, 
375.0, 380.0, 375.0, 380.0, 355.0, 355.0, 355.0, 355.0, 345.0, 345.0, 345.0, 345.0, 
365.0, 370.0, 365.0, 370.0, 325.0, 330.0, 325.0, 330.0, 300.0, 300.0, 300.0, 300.0, 
415.0, 420.0, 415.0, 420.0, 375.0, 380.0, 375.0, 380.0, 350.0, 350.0, 350.0, 350.0, 
465.0, 470.0, 465.0, 470.0, 425.0, 430.0, 425.0, 430.0, 385.0, 390.0, 385.0, 390.0, 
270.0, 275.0, 270.0, 275.0, 240.0, 250.0, 240.0, 250.0, 230.0, 230.0, 230.0, 230.0, 
300.0, 305.0, 300.0, 305.0, 280.0, 290.0, 280.0, 290.0, 260.0, 260.0, 260.0, 260.0, 
135.0, 150.0, 135.0, 150.0, 120.0, 130.0, 120.0, 130.0, 100.0, 110.0, 100.0, 110.0, 
155.0, 170.0, 155.0, 170.0, 150.0, 160.0, 150.0, 160.0, 140.0, 140.0, 140.0, 140.0, 
190.0, 190.0, 190.0, 190.0, 180.0, 180.0, 180.0, 180.0, 170.0, 170.0, 170.0, 170.0, 
220.0, 220.0, 220.0, 220.0, 210.0, 210.0, 210.0, 210.0, 200.0, 200.0, 200.0, 200.0, 
95.0, 100.0, 95.0, 100.0, 90.0, 100.0, 90.0, 100.0, 64.0, 70.0, 64.0, 70.0, 
115.0, 120.0, 115.0, 120.0, 110.0, 120.0, 110.0, 120.0, 84.0, 90.0, 84.0, 90.0, 
135.0, 140.0, 135.0, 140.0, 130.0, 140.0, 130.0, 140.0, 104.0, 110.0, 104.0, 110.0, 
110.0, 120.0, 110.0, 120.0, 110.0, 120.0, 110.0, 120.0, 80.0, 90.0, 80.0, 90.0, 
140.0, 150.0, 140.0, 150.0, 140.0, 150.0, 140.0, 150.0, 110.0, 120.0, 110.0, 120.0, 
170.0, 180.0, 170.0, 180.0, 170.0, 180.0, 170.0, 180.0, 140.0, 150.0, 140.0, 150.0, 
30.0, 50.0, 30.0, 50.0, 30.0, 50.0, 30.0, 50.0, 20.0, 40.0, 20.0, 40.0, 
60.0, 80.0, 60.0, 80.0, 60.0, 80.0, 60.0, 80.0, 50.0, 70.0, 50.0, 70.0, 
50.0, 60.0, 50.0, 60.0, 50.0, 60.0, 50.0, 60.0, 40.0, 50.0, 40.0, 50.0, 
40.0, 50.0, 40.0, 50.0, 40.0, 50.0, 40.0, 50.0, 20.0, 30.0, 20.0, 30.0, 
60.0, 70.0, 60.0, 70.0, 60.0, 70.0, 60.0, 70.0, 50.0, 60.0, 50.0, 60.0, 
70.0, 80.0, 70.0, 80.0, 70.0, 80.0, 70.0, 80.0, 60.0, 70.0, 60.0, 70.0, 
70.0, 80.0, 70.0, 80.0, 70.0, 80.0, 70.0, 80.0, 60.0, 70.0, 60.0, 70.0, 
80.0, 90.0, 80.0, 90.0, 80.0, 90.0, 80.0, 90.0, 70.0, 80.0, 70.0, 80.0, 
90.0, 100.0, 90.0, 100.0, 90.0, 100.0, 90.0, 100.0, 80.0, 90.0, 80.0, 90.0, 
110.0, 120.0, 110.0, 120.0, 110.0, 120.0, 110.0, 120.0, 100.0, 110.0, 100.0, 110.0, 
40.0, 50.0, 40.0, 50.0, 40.0, 50.0, 40.0, 50.0, 30.0, 40.0, 30.0, 40.0, 
50.0, 60.0, 50.0, 60.0, 50.0, 60.0, 50.0, 60.0, 40.0, 50.0, 40.0, 50.0, 
60.0, 70.0, 60.0, 70.0, 60.0, 70.0, 60.0, 70.0, 50.0, 60.0, 50.0, 60.0, 
60.0, 70.0, 60.0, 70.0, 60.0, 70.0, 60.0, 70.0, 50.0, 60.0, 50.0, 60.0, 
80.0, 90.0, 80.0, 90.0, 80.0, 90.0, 80.0, 90.0, 70.0, 80.0, 70.0, 80.0, 
100.0, 110.0, 100.0, 110.0, 100.0, 110.0, 100.0, 110.0, 90.0, 100.0, 90.0, 100.0, 
20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 
20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 
30.0, 40.0, 30.0, 40.0, 30.0, 40.0, 30.0, 40.0, 30.0, 40.0, 30.0, 40.0, 
